107.29.161.246 - - [14/May/2024:12:00:16 +0000] "GET /assets/img/content/7abcdf99.webp HTTP/1.1" 206 135715 "https://portal.northstarclaims.net/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"
90.24.75.170 - - [14/May/2024:12:04:59 +0000] "GET /favicon.ico HTTP/1.1" 200 890 "https://portal.northstarclaims.net/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
207.133.55.7 - - [14/May/2024:12:05:21 +0000] "GET /sitemap.xml HTTP/1.1" 301 478 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.133.55.7 - - [14/May/2024:12:05:21 +0000] "GET /sitemap.xml HTTP/1.1" 301 478 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
90.24.75.170 - - [14/May/2024:12:05:21 +0000] "GET /assets/img/content/192f17a3.jpg HTTP/1.1" 200 63951 "https://portal.northstarclaims.net/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
90.24.75.170 - - [14/May/2024:12:05:22 +0000] "GET /assets/img/content/f5040048.webp HTTP/1.1" 200 377806 "https://portal.northstarclaims.net/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
207.133.55.7 - - [14/May/2024:12:06:28 +0000] "GET /robots.txt HTTP/1.1" 302 315 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.133.55.7 - - [14/May/2024:12:06:28 +0000] "GET /sitemap.xml HTTP/1.1" 301 478 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
111.111.231.208 - - [14/May/2024:12:06:38 +0000] "GET /api/v1/status HTTP/1.1" 302 176 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
207.133.55.7 - - [14/May/2024:12:06:41 +0000] "GET /.well-known/security.txt HTTP/1.1" 301 446 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.133.55.7 - - [14/May/2024:12:06:41 +0000] "GET /sitemap.xml HTTP/1.1" 301 478 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
10.44.10.21 - - [14/May/2024:12:07:59 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:08:13 +0000] "GET /products HTTP/1.1" 200 59211 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:08:15 +0000] "GET /assets/img/content/fa7973c3.jpg HTTP/1.1" 200 395705 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:08:16 +0000] "GET /assets/img/content/b11751f7.webp HTTP/1.1" 200 349745 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:08:39 +0000] "GET / HTTP/1.1" 200 9833 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
66.43.5.175 - - [14/May/2024:12:09:10 +0000] "GET /dashboard HTTP/1.1" 301 141 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:20:44 +0000] "GET / HTTP/1.1" 200 9833 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:21:15 +0000] "GET /blog HTTP/1.1" 200 66241 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:21:17 +0000] "GET /assets/img/content/66b17966.jpg HTTP/1.1" 200 323438 "http://WEB-BO-01/blog" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:21:17 +0000] "GET /assets/img/content/8b8627c6.webp HTTP/1.1" 200 158289 "http://WEB-BO-01/blog" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
33.140.163.182 - - [14/May/2024:12:23:41 +0000] "GET /index.html HTTP/1.1" 301 167 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0"
92.90.76.161 - - [14/May/2024:12:25:33 +0000] "GET /api/v2/data HTTP/1.1" 301 282 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.21 - - [14/May/2024:12:30:16 +0000] "GET / HTTP/1.1" 200 9833 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:30:40 +0000] "GET /products HTTP/1.1" 200 26285 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:30:42 +0000] "GET /assets/img/content/c9957d28.webp HTTP/1.1" 200 69554 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:30:43 +0000] "GET /assets/img/content/8c5b0344.jpg HTTP/1.1" 200 372522 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
152.63.120.144 - - [14/May/2024:12:30:57 +0000] "GET /assets/js/vendor.64ac17d4.js HTTP/1.1" 304 - "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
152.63.120.144 - - [14/May/2024:12:30:58 +0000] "GET /assets/img/hero.webp HTTP/1.1" 200 387266 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
152.63.120.144 - - [14/May/2024:12:30:59 +0000] "GET /assets/js/app.bundle.8ed994fa.js HTTP/1.1" 200 92713 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
152.63.120.144 - - [14/May/2024:12:31:00 +0000] "GET /assets/css/main.min.8b70f084.css HTTP/1.1" 200 32900 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
152.63.120.144 - - [14/May/2024:12:31:00 +0000] "GET /assets/img/logo.svg HTTP/1.1" 200 13861 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
152.63.120.144 - - [14/May/2024:12:31:00 +0000] "GET /favicon.ico HTTP/1.1" 200 890 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
10.44.10.21 - - [14/May/2024:12:31:02 +0000] "GET / HTTP/1.1" 304 - "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
76.62.248.92 - - [14/May/2024:12:33:14 +0000] "GET /assets/js/app.bundle.8ed994fa.js HTTP/1.1" 200 92713 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
76.62.248.92 - - [14/May/2024:12:33:15 +0000] "GET /assets/img/hero.webp HTTP/1.1" 200 387266 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
76.62.248.92 - - [14/May/2024:12:33:15 +0000] "GET /assets/js/vendor.64ac17d4.js HTTP/1.1" 200 14862 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
76.62.248.92 - - [14/May/2024:12:33:16 +0000] "GET /assets/css/main.min.8b70f084.css HTTP/1.1" 200 32900 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
76.62.248.92 - - [14/May/2024:12:33:16 +0000] "GET /favicon.ico HTTP/1.1" 200 890 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
76.62.248.92 - - [14/May/2024:12:33:17 +0000] "GET /assets/img/logo.svg HTTP/1.1" 206 8100 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
76.62.248.92 - - [14/May/2024:12:33:32 +0000] "GET /assets/img/content/5ef2c3ba.jpg HTTP/1.1" 200 460988 "https://portal.northstarclaims.net/blog" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
76.62.248.92 - - [14/May/2024:12:33:33 +0000] "GET /assets/img/content/69e03fa4.webp HTTP/1.1" 200 326203 "https://portal.northstarclaims.net/blog" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
182.221.70.218 - - [14/May/2024:12:35:17 +0000] "GET /assets/img/content/63f4e4eb.jpg HTTP/1.1" 200 145690 "https://portal.northstarclaims.net/blog" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.221.70.218 - - [14/May/2024:12:35:17 +0000] "GET /assets/img/content/977c55b2.webp HTTP/1.1" 200 372998 "https://portal.northstarclaims.net/blog" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
58.52.77.94 - - [14/May/2024:12:36:59 +0000] "GET /assets/img/hero.webp HTTP/1.1" 200 387266 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
58.52.77.94 - - [14/May/2024:12:37:00 +0000] "GET /assets/img/logo.svg HTTP/1.1" 200 13861 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
58.52.77.94 - - [14/May/2024:12:37:00 +0000] "GET /assets/js/vendor.64ac17d4.js HTTP/1.1" 200 14862 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
58.52.77.94 - - [14/May/2024:12:37:01 +0000] "GET /assets/css/main.min.8b70f084.css HTTP/1.1" 304 - "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
58.52.77.94 - - [14/May/2024:12:37:01 +0000] "GET /favicon.ico HTTP/1.1" 200 890 "https://portal.northstarclaims.net/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
58.52.77.94 - - [14/May/2024:12:37:12 +0000] "GET /assets/js/app.bundle.8ed994fa.js HTTP/1.1" 304 - "https://portal.northstarclaims.net/login" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
207.133.55.7 - - [14/May/2024:12:37:48 +0000] "GET /sitemap.xml HTTP/1.1" 200 4918 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
193.70.210.107 - - [14/May/2024:12:39:54 +0000] "GET / HTTP/1.1" 301 226 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
74.147.155.22 - - [14/May/2024:12:43:59 +0000] "GET /dashboard HTTP/1.1" 301 141 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
10.44.10.25 - - [14/May/2024:12:45:57 +0000] "GET / HTTP/1.1" 200 9833 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:00 +0000] "GET /assets/img/hero.webp HTTP/1.1" 200 387266 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:00 +0000] "GET /assets/img/logo.svg HTTP/1.1" 200 13861 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:01 +0000] "GET /assets/js/vendor.9dad550e.js HTTP/1.1" 200 174869 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.221.70.218 - - [14/May/2024:12:46:04 +0000] "GET /assets/css/main.min.8b70f084.css HTTP/1.1" 200 32900 "https://portal.northstarclaims.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.221.70.218 - - [14/May/2024:12:46:04 +0000] "GET /assets/img/logo.svg HTTP/1.1" 200 13861 "https://portal.northstarclaims.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.221.70.218 - - [14/May/2024:12:46:05 +0000] "GET /assets/img/hero.webp HTTP/1.1" 200 387266 "https://portal.northstarclaims.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.221.70.218 - - [14/May/2024:12:46:06 +0000] "GET /assets/js/vendor.64ac17d4.js HTTP/1.1" 200 14862 "https://portal.northstarclaims.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.221.70.218 - - [14/May/2024:12:46:06 +0000] "GET /favicon.ico HTTP/1.1" 200 890 "https://portal.northstarclaims.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.221.70.218 - - [14/May/2024:12:46:07 +0000] "GET /assets/js/app.bundle.8ed994fa.js HTTP/1.1" 200 92713 "https://portal.northstarclaims.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:34 +0000] "GET /products HTTP/1.1" 200 60506 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:36 +0000] "GET /assets/img/content/c0f878a5.webp HTTP/1.1" 200 144994 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:37 +0000] "GET /assets/css/main.min.a8c99556.css HTTP/1.1" 200 40807 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:38 +0000] "GET /assets/img/content/a82ed5d1.jpg HTTP/1.1" 200 256381 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:38 +0000] "GET /assets/js/app.bundle.b3e3fac2.js HTTP/1.1" 200 152044 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.25 - - [14/May/2024:12:46:38 +0000] "GET /favicon.ico HTTP/1.1" 200 890 "http://WEB-BO-01/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.21 - - [14/May/2024:12:47:30 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.21 - - [14/May/2024:12:48:00 +0000] "GET /login HTTP/1.1" 200 26896 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
10.44.10.24 - - [14/May/2024:12:53:41 +0000] "GET / HTTP/1.1" 200 9833 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.24 - - [14/May/2024:12:53:43 +0000] "GET /assets/css/main.min.a8c99556.css HTTP/1.1" 200 40807 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.24 - - [14/May/2024:12:53:43 +0000] "GET /assets/img/logo.svg HTTP/1.1" 206 8399 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.24 - - [14/May/2024:12:53:44 +0000] "GET /assets/js/app.bundle.b3e3fac2.js HTTP/1.1" 304 - "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.24 - - [14/May/2024:12:53:44 +0000] "GET /assets/js/vendor.9dad550e.js HTTP/1.1" 200 174869 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.24 - - [14/May/2024:12:53:45 +0000] "GET /assets/img/hero.webp HTTP/1.1" 200 387266 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.24 - - [14/May/2024:12:53:45 +0000] "GET /favicon.ico HTTP/1.1" 200 890 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
10.44.10.24 - - [14/May/2024:12:54:10 +0000] "GET /login HTTP/1.1" 200 73829 "http://WEB-BO-01/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.199.110.42 - - [14/May/2024:12:55:23 +0000] "GET /.git/HEAD HTTP/1.1" 301 305 "-" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:860560)"
185.199.110.42 - - [14/May/2024:12:55:28 +0000] "GET /CHANGELOG.txt?debug=558 HTTP/1.1" 301 294 "-" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:454985)"
185.199.110.42 - - [14/May/2024:12:55:30 +0000] "GET /wp-login.php HTTP/1.1" 301 276 "-" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:887773)"
185.199.110.42 - - [14/May/2024:12:55:32 +0000] "GET /.htaccess HTTP/1.1" 301 387 "-" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:321439)"
185.199.110.42 - - [14/May/2024:12:55:36 +0000] "GET /backup.zip HTTP/1.1" 302 270 "-" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:100565)"
185.199.110.42 - - [14/May/2024:12:55:39 +0000] "GET /config.json HTTP/1.1" 301 203 "-" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:914420)"
185.199.110.42 - - [14/May/2024:12:55:41 +0000] "POST /xmlrpc.php HTTP/1.1" 301 315 "-" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:964490)"
185.199.110.42 - - [14/May/2024:12:55:48 +0000] "GET /config.php HTTP/1.1" 302 448 "-" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:956534)"
185.199.110.42 - - [14/May/2024:12:55:49 +0000] "GET /info.php?url=%2Findex.php HTTP/1.1" 301 142 "http://portal.northstarclaims.net/" "Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:165712)"
